bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
3006850089, 3245061,3101 Brighton 2 Street,11235,Multifamily Housing,0,1929,42700,,,138.2,5523170.1,135.87,6.54,,,,,,,,,,,,,
1021230038,1079873,2138 Amsterdam Ave,10032,Multifamily Housing,0,1910,48392,1,5,144,6850966.8,,5.6,Multifamily Housing,,0,845535.42,63,3073563.71,,,39,,,,
1014477501,"1076314;1085187",305 East 72 Street,10021,Multifamily Housing,0,1956,194493,2,17,173.9,34375976,,7.77,,,,,,,,,,,,,
3060080001, 3152094,8215-4th Ave,11209,Multifamily Housing,0,1939,53000,1,6,74.9,3968726.5,94.83,5.33,,,,,,,,,,,,,
4679740079,4531560,71-61 159th Street,11365,Senior Care Facility,12,2005,150000,,,256.2,38373945.4,,10.48,,,,,,,,,,,,,
1005720038,1009429,20 5 Avenue,10011,Multifamily Housing,0,1940,132420,1,17,132.1,17492476.2,,6.77,Multifamily Housing,,0,2355279.72,,213300,,,120,,7845444.2,,
1005800060,1009752,183-87 Varick Street,10014,Office,0,1930,75000,1,6,171.9,12902363.3,19.07,6.15,Office,,0,3571490.19,,149672.9,,2.15,,,1691191.96,,
1008770026,1017993,45 Gramercy Park North,10010,Multifamily Housing,0,1927,83300,1,14,113.7,9464782.5,,6.2,Multifamily Housing,,0,1353975.12,82,143689,,,37,,1736713.26,332995.89,2472118.86
2023660035,2116647,505 East 161 Street,10451,Multifamily Housing,0,2010,107000,,,114,11852537.6,,4.43,,,,,,,,,,,,,
4002480001,4003438,32-33 47 Ave,11101,Other,0,1947,77000,1,1.5,50.5,3813110.7,,1.76,,,,,,,,,,,,,
2042870001,2048785,2081 Cruger Avenue,10462,Multifamily Housing,0,1931,96716,1,6,121.2,11684088.2,,7.42,,,,,,,,,,,,,
1008740021,1017872,68-70 Irving Place,10003,Multifamily Housing,0,1949,30212,1,6,133.9,4067286.6,,7.35,,,,,,,,,,,,,
2070110011,3259642,2828 West 28th Street,11224,Multifamily Housing,0,1972,102416,,,179.7,17951673.2,,7.05,,,,,,,,,,,,,
3001490075,BBL: 3-00149-0075,9 DeKalb Ave,11201,Office,83,1932,129153,,,113.6,14541824.5,7.03,3.73,,,,,,,,,,,,,
4161770001,,107-10 Shore Front Parkway,11694,Multifamily Housing,0,1963,293677,1,13,50.9,14949489.1,,1.6,Multifamily Housing,,0,,,,,,,,,,
1014510031,1045178,350 E 77 Street,10075,Multifamily Housing,0,1938,66962,1,6,124.3,8385410.9,,7.02,Multifamily Housing,,0,1058082.25,119,199632.69,,,80,,,,4246849.72
2030220058,2010998,2454 Tiebout Ave.,10453,Multifamily Housing,0,1942,73070,1,6,140.5,10265044.1,,7.62,,,,,,,,,,,,,
1008767503,,"36 Gramercy Park East,",10003,Multifamily Housing,0,1909,63744,1,12,143,9117625.4,,8.63,Multifamily Housing,,0,,,,,,,,,,
1014530001,"1045234
",301 East 78th Street,10075,Multifamily Housing,0,1963,151170,1,17,179.5,27166136.3,,9.3,Multifamily Housing,"{'Multifamily Housing': 134000.0, 'Retail Store': 5000.0}",0,,193,,,,114,,,,
1013110045,"1085779
",150 East 57th Street,10022,Multifamily Housing,0,1999,166123,1,32,196.8,32540630.1,,6.35,Multifamily Housing,,0,8028415.53,244,5517900,,,144,,,,
3072990057,,2435 Ocean Avenue,11229,Multifamily Housing,0,1935,71400,1,6,112.5,8033132.9,,4.81,Multifamily Housing,,0,,,,,,,,,,
2023407503,3397447,164 Kent Avenue,11211,Multifamily Housing,0,2009,173672,,,71.2,11623696.1,,3.4,,,,,,,,,,,,,
3019200002,"3055113
",243 Ryerson St,11205,Residence Hall/Dormitory,0,1920,39000,3,6,172.7,6734265,,7.63,Residence Hall/Dormitory,,0,553706.18,,4127300,,,,,,,
1008490070,1016226,915 Broadway,10010,Office,78,1927,221831,1,20,183.7,42007486.1,17.47,6.77,Office,,0,10535209.66,,962567.77,,2.77,,,,,5620274.41
2048220013,"2062881
",4064 Bronx Boulevard,10466,Multifamily Housing,0,1927,53601,1,6,176.2,9461677.4,,10.58,,,,,,,,,,,,,
1021360106,"1063326
",884 Riverside Drive,10032,Multifamily Housing,0,1920,75852,1,6,123.6,9375616,,7.69,,,,,,,,,,,,,
3058740063,3145818,555 Ovington Avenue,11209,Multifamily Housing,0,1926,77576,1,4,128,9625474,,5.11,Multifamily Housing,,0,982847.95,116,4939658.06,,,94,,,,
3011710002,"3029330
",315 St. Johns Place,11238,Multifamily Housing,0,1921,63300,1,6,105.7,6502324,,4.26,Multifamily Housing,,0,1231088.56,93,3577454.84,,,47,,,,
2022150339,"1064588
",1-9 Jacobus Place,10463,Multifamily Housing,0,1928,63715,,,174.2,11163598.2,,10.37,,,,,,,,,,,,,
3001540028,"3000428;3826947",141 Livingston Street,11208,Office,89,1959,193125,1,18,148.6,29382987.3,,5.0,Office,,0,7953349.99,,,,2.3,,,5888937.32,,
1013830013,"1041253
",11 East 68th Street,10065,Multifamily Housing,0,1913,100000,,,107.4,10744790.1,,6.72,,,,,,,,,,,,,
2024960034,"2003023
",1160 Cromwell Avenue,10452,Multifamily Housing,0,1927,76062,1,6,142.3,10846527.9,,8.41,,,,,,,,,,,,,
1007120001,"1088204;1812067;1810829;1811160",58-76 10th Avenue,10011,Office,41,1923,290108,1,8,318.1,91543025.2,,11.18,,,,,,,,,,,,,
3067830010,"3182551
",2020 Kings Highway,11229,Multifamily Housing,0,1935,51000,1,6,123.8,6183370.2,,5.23,Multifamily Housing,,0,590552.37,54,3677432.26,,,45,,,,
2031547501,"2096820;2096819;2809609",2530 Grand Concourse / 2518 Grand Concourse,10458,Office,0,1933,98650,2,10,106.9,10550471.2,,5.11,,,,,,,,,,,,,
1010260049,"1078860;1078861;1078862
",230 West 55th Street,10019,Multifamily Housing,0,1979,177745,,,214.1,38051551.3,,10.98,,,,,,,,,,,,,
1000167504,"1000436
",300 Albany Street,10280,Multifamily Housing,0,1986,112312,1,9,130.3,14450399.2,,4.63,Multifamily Housing,"{'Multifamily Housing': 108016.0, 'Retail Store': 4296.0}",0,3810632.66,100,4569261.29,,,107,,,,
4019360020,"4047630
",53-11 99th Street,11368,Multifamily Housing,0,1985,98295,1,8,144.2,13992404.5,,5.34,Multifamily Housing,,0,1775403.93,112,5201622.58,,,151,,,,
2029290082,"2009658;2809277
",1625 Fulton Avenue,10457,Multifamily Housing,0,1927,87413,1,6,116.1,10175224.8,,5.96,,,,,,,,,,,,,
2027630190,"2006548;2810635",1290 Lafayette Ave,10474,Multifamily Housing,0,1928,55750,1,6,125.5,7116840.6,,3.59,Multifamily Housing,,0,,53,,,,53,,,,
1013397501,1038896,866 Second Ave,10017,Office,92,1970,291092,1,15,93.4,26819273.7,,3.46,,,,,,,,,,,,,
3002500044,3002108,16 Court Street,11241,Office,85,1928,328824,1,37,182.2,60628679.8,,6.87,Office,"{'Retail Store': 10701.0, 'Office': 289315.0}",0,12890263.04,,800,,4.02,,,,,6118299.81
1008210041,1015478,150 5th Ave,10011,Office,45,1900,186569,1,11,261.3,49408368.9,,8.63,,,,,,,,,,,,,
3009960021,3021771,168 7th Street,11215,Other,0,1915,96415,1,3,84.9,8184739.1,,2.85,,,0,1908031.34,,1300800,,,,,,,
3060260001,3152792,8415 4 Avenue,11209,Multifamily Housing,0,1926,93150,1,6,113.2,10653848.6,,5.94,,,,,,,,,,,,,
4068017503,4537678,71-11 162nd St,11365,Multifamily Housing,0,2007,49184,1,5,64.9,3243713.7,,1.85,,,,,,,,,,,,,
1012231001,1032532,180 West 93 St,10025,Multifamily Housing,0,1940,121297,,,103.6,12752809.4,0.0,5.51,,,,,,,,,,,,,
3043350001,3387645,2237 Linden Blvd,11207,Other,0,1996,130500,1,4,279.5,37001788.1,,9.76,,,,,,,,,,,,,
3039940010,"3388694;3388695;3816530;3816529
",534 Glenmore Ave,11207,House of Worship,8,2003,61488,1,1,70.2,4315838.5,0.0,2.01,Worship Facility,,0,,,,,,,,,,
1015530027,"1087664
",354 East 91st Street,10128,Multifamily Housing,0,2002,164384,1,22,147,23937626.1,,4.67,,,,,,,,,,,,,
1012950020,1036146,369 Lexington Avenue,10017,Office,40,1927,108922,1,26,283.2,31055217.1,,10.71,Office,,0,7360322.37,,,,3.57,,,,,4676063.92
1021380155,1063393,614 W 170 St,10032,Multifamily Housing,0,1920,61848,1,6,128.6,7956710.8,,7.06,Multifamily Housing,,0,933537.6,105,10061.25,,,65,,5054657.62,,
1011430001,1029873,171 West 71 Street,10023,Multifamily Housing,0,1901,140038,1,13,107.8,15094918.2,,5.4,,,,,,,,,,,,,
1008300054,1015739,1186 Broadway,10001,Multifamily Housing,0,1900,185000,1,13,145.9,27250659.8,,4.14,,,,,,,,,,,,,
1014060001,"1042799
",737 Park Ave,10021,Multifamily Housing,0,1940,216601,,,112.1,24521235.3,,5.83,Multifamily Housing,,0,2827878.81,170,167587.1,,,108,,,,9328782.88
1006740001,1080275,281 11th Avenue,10001,Other,0,1970,35038,5,0,140.7,4928376.9,,6.78,Office,,0,163776,,4011800,,3.75,,,,,
1000400014,1001005,48 Wall Street,10005,Office,81,1928,324000,1,32,181.1,58963693.5,,5.52,Office,,0,16246579.2,,,2657055.96,3.19,,,,,
1007850037,"1014429
",462-468 7th Ave,10018,Office,84,1925,180000,1,23,180.7,33044661.4,,5.64,Office,,0,9899099.12,,1100,,2.89,,,,1301708.81,620109.36
4050240800,4113685,144-25 Roosevelt Ave.,11354,Multifamily Housing,0,1962,150384,,,126.2,19046292.7,,7.44,,,,,,,,,,,,,
3060080006, 3152095,8201 4rth Ave.,11209,Multifamily Housing,0,1939,60950,1,6,118.4,7012230.8,,5.0,,,,,,,,,,,,,
3087710101,3247008,2775 East 16th Street,11230,Multifamily Housing,0,1942,111352,1,6,102,11010712.5,,4.22,Multifamily Housing,,0,1176324.53,96,5681100,,,91,,,,
1007780057,1-00778-0057,232 West 29th Street,10001,Hotel,54,2006,62829,3,13,287.8,18082382,,11.29,Hotel,,0,2770668.07,,3875981.82,,,,,,,
1007680050,,220 West 19 Street,10011,Office,81,1929,110032,1,12,150.5,17109938.5,,4.83,,,,,,,,,,,,,
1008200038,1015451,130 Fifth Avenue,10011,Office,94,1904,234767,1,11,130.4,30696948.5,,4.04,Office,,0,958089.6,,,,2.3,,,,,1491067.07
1008570038,1016890,386 Park Ave South,10016,Office,85,1927,260133,1,20,136.1,35406121.8,,5.51,,,,,,,,,,,,,
1010487502,1026317,353 W. 57th Street,10019,Hotel,22,1928,445975,1,24,337.9,149869994.3,,12.37,,,,,,,,,,,,,
3056220064,3136973,1215 47 Street,11219,Multifamily Housing,0,1937,48300,1,6,128.5,6267960.5,,7.88,,,,,,,,,,,,,
1015040020,1047067,1295 Madison Avenue,10128,Hotel,56,1910,53542,1,10,341.7,18293073,,14.14,,,,,,,,,,,,,
1009270001,1020543,301 East 21st St,10010,Multifamily Housing,0,1930,185127,1,17,125.1,23510826.1,,6.42,Multifamily Housing,,0,3571741.64,175,529681.61,,,203,,,,8292594.74
1011997502,"1083854   
",28-30 West 86th Street,10024,Multifamily Housing,0,1900,24281,2,9,133.3,3236039,,6.08,,,,,,,,,,,,,
1013400020,"1040003  
",345 East 57th Street,10022,Multifamily Housing,0,1928,94933,,,89.4,8610103.7,,5.33,,,,,,,,,,,,,
1005950068,"1087495
",330 Spring Street,10013,Multifamily Housing,0,2005,81449,,,223.1,18120237.7,,7.92,,,,,,,,,,,,,
2044490001,2095042,2401 Laconia Avenue,10469,Senior Care Facility,46,1973,50396,2,5,316.5,15808288,,11.72,Senior Care Community,,0,2750812.4,,5766700,,,,,,,
1007950037,1014731,635 Sixth Avenue,10011,Other,0,1901,102753,1,8,125.2,12868971.7,,4.6,,,,,,,,,,,,,
3050990021,"3117101;3117121",25 Tennis Court,11226,Multifamily Housing,0,1929,75757,1,6,145.5,10814961,76.04,6.18,,,,,,,,,,,,,
4005047501,"4533709;4836501",Hallets Cove - 30-85 Vernon Blvd,11106,Multifamily Housing,0,2006,81814,1,7,154.3,12464700.5,29.53,5.73,,,,,,,,,,,,,
1009100014,1019923,229 EAST 29TH STREET,10016,Multifamily Housing,0,1940,65027,1,6,154.8,10184223.5,,6.57,Multifamily Housing,,0,1107085.6,113,204871.43,,,113,,,1443470.55,
2028590092,2008337,11 West 172nd St.,10452,Multifamily Housing,0,1940,63001,1,6,139.5,8791150.3,,8.28,,,,,,,,,,,,,
1008517504,1016283,29 East 22nd Street,10010,Multifamily Housing,0,1907,61038,1,12,105.4,6271406.4,,4.01,Multifamily Housing,,0,879025.45,40,2615993.66,,,20,,,,
1012090033,"1031728;1086834","356-360 Central Park West/2 West 95th St., 2 West 95th St.",10025,Multifamily Housing,0,1929,198181,,,95.9,19339587.4,41.23,5.59,,,,,,,,,,,,,
1011960029,1031181,225 Central Park West,10024,Multifamily Housing,0,1926,261030,1,16,111,29013950.4,27.22,5.32,Multifamily Housing,"{'Multifamily Housing': 260412.0, 'Office': 618.0}",0,4929562.43,338,798165.44,,2.3,338,,,,9185658.38
1008870001,1018457,461 Park Ave. South,10016,Office,68,1922,53628,1,12,162.1,8727071.3,,5.83,Office,,0,2188545.6,,451354.1,,1.86329,,,456581.8,,
3051410390,2072365,755 Coop City Boulevard,10456,College/University (Campus-Level),0,1997,37911,,,261.7,9995975.5,,8.34,,,,,,,,,,,,,
1005650021,"1087083;1009217",1 Union Square South,10003,Other,0,1998,236215,1,10,224.4,55335747.6,,7.83,,,,,,,,,,,,,
3012050028,3029966,1350 Bedford Ave,11221,Multifamily Housing,0,1915,53500,1,6,272.6,14545276.4,,13.23,Multifamily Housing,"{'Multifamily Housing': 100333.0, 'Parking': 25000.0}",0,,201,,,,80,,,,
2031620001,2013753,2150 Creston Ave,10453,Multifamily Housing,0,1936,60714,1,6,166.6,10176863.4,,10.13,,,,,,,,,,,,,
1013340041,1357969,320 East 43rd Street,10017,Office,83,1967,287400,1,32,159.6,45805956.8,5.7,5.9,,,,,,,,,,,,,
3050970060,,105 Buckingham Road,11226,Multifamily Housing,0,1937,77863,1,6,98.7,7389163.8,,4.2,Multifamily Housing,,0,660363.88,76,4232946.11,,,61,,,0,
1005110015,"1007945
",598 BROADWAY,10012,Office,0,1904,78616,1,12,157.1,12353230.8,,4.53,Office,"{'Data Center': 75.0, 'Multifamily Housing': 19404.0, 'Retail Store': 11088.0, 'Office': 42005.0, 'Non-Refrigerated Warehouse': 5544.0}",1,3567826.26,11,92549.98,,4.52,5,,,384550.93,
1013110001,"1081164
",445 Park Ave,10022,Office,57,1947,323869,1,22,304.2,99413730.4,,11.3,Office,"{'Data Center': 5767.0, 'Retail Store': 11944.0, 'Bank Branch': 7915.0, 'Office': 298243.0}",1,21203004.49,,,14422886.02,3.33,,,,,
3024430034,"3063433
",109 S. 5th St.,11249,Other,0,1903,61706,1,6,106.4,6604185,,4.56,,,0,817387.53,,2531016.67,,,,,,128825.23,
3052990011,3123349,1312 38th Street,11218,Office,58,2006,60000,1,5,319,19403429.6,,10.09,,,,,,,,,,,,,
3052950047,3394062,1257 38th Street,11218,K-12 School,49,2006,70000,1,5,199.3,13952888.7,,6.26,,,,,,,,,,,,,
4086950001,"4438391;4444849;4459240;4861791",79-33 258th Street,11004,Other,0,1958,93000,3,4,71.9,6663023.4,,2.94,,,0,813420.8,,2704417.8,,,,,,,
4004270060,4005076,42-22 22nd Street,11101,Other,0,1931,80000,1,4,308.8,24599114.8,,9.02,,,0,6998958.55,,965303.23,,,,,,,
4002970001,4436713,34-35 Review Avenue,11101,Other,0,1937,160000,2,2,182.8,29268329.6,,6.74,,,0,4834033.55,,8993893.55,,,,,,,
4004270027,4005075,42-25 21st Street,11101,Other,0,1925,135000,1,1,62.4,8191096.1,,2.19,,,0,1720088.26,,2547864.52,,,,,,,
1008670070,"1017224

",417 5th Avenue,10016,Office,72,1914,429435,1,11,188.3,80657013.5,,5.96,Office,"{'Data Center': 2969.0, 'Office': 419846.0}",1,17557053.34,,,6527618.7,0.96,,,,,
1012770072,"1035354
",509 5th Avenue,10017,Office,0,1917,57266,,,202.8,11506955.8,,6.78,,,,,,,,,,,,,
1010250054,1024842,250 W. 54th Street,10019,Office,0,1920,124728,1,12,121.3,15124206.5,,5.98,Office,"{'Retail Store': 9210.0, 'Office': 74668.0}",0,2511079.94,,4467.65,,1.14,,,,,5373367.3
1008590064,1016939,105 Madison Avenue,10016,Office,70,1913,167670,1,20.5,207.3,34766058.3,,5.83,Office,"{'Data Center': 1621.0, 'Retail Store': 10470.0, 'Office': 155579.0}",1,11030439.58,,802.86,,1.92,,,,,
1012790009,"1035369
",11 E 44th Street,10017,Office,81,1927,132107,1,18,170.7,22548584,,5.49,Office,"{'Retail Store': 10926.0, 'Office': 121181.0}",0,6015653.04,,,1381831.22,2.43,,,,,
1004860028,"1007297
",63 Greene Street,10012,Other,0,1900,56400,,,67.4,3655061.6,,2.56,,,,,,,,,,,,,
1007290163,"1012841 
",424 W. 33rd Street,10001,Office,89,1913,208000,,,172.4,36165722,,5.75,Office,"{'Data Center': 3072.0, 'Office': 197176.0}",1,9705075.85,,416504.55,,2.22,,,,,4029967.64
1000160190,BIN# 1085929,22 RIVER TERRACE,10282,Multifamily Housing,0,2001,331500,,,132.6,43968244.1,,5.05,,,,,,,,,,,,,
1012620001,"1034313
",1180 Avenue of the Americas,10036,Office,62,1962,348754,1,22,247.8,87797227.7,,8.94,Office,"{'Data Center': 2450.0, 'Retail Store': 8992.0, 'Office': 332049.0}",1,20807249.91,,,10901202.79,3.14,,,,,
1008410085,1016059,66-70 West 40th St,10018,Office,80,1920,75458,1,16,200.2,15307126.5,,8.1,,,,,,,,,,,,,
3064980030,3170241,1100 Coney Island Ave,11230,Office,100,1996,43000,1,4,81.6,3437711.9,,2.69,Office,"{'Office': 43000.0, 'Parking': 16000.0}",0,728421.06,,467800,,2.3,,,,,
1008410081,1016058,58-64 west 40th street,10018,Office,74,1920,109488,1,16,217.9,24328762.8,,8.99,,,,,,,,,,,,,
1008130064,1015233,152 W. 38TH. ST,10018,Office,96,1920,51800,1,4,110.2,6136672.6,,5.05,,,,,,,,,,,,,
1007870076,1014468,262 W. 38TH ST.,10018,Office,98,1924,95490,1,16,111.4,10808442.8,,4.36,Office,,0,2388472.87,,,,2.86,,,,2372855.76,
1008110010,1015224,147 W. 35TH ST,10001,Office,96,1927,99100,1,18,140.6,13934183.1,,5.34,Office,,0,2896105.6,,3080048.39,,3.21,,,,0,
1007620019,1013642,325 W. 38TH ST,10018,Office,97,1929,110200,1,16,124.8,13717135.7,,4.23,Office,,0,3276751.36,,3017846.07,,2.89,,,,,
1002120007,1002733,AKA 30-32 Varick Street,10013,Office,0,1920,123057,0,0,259.2,31890535.3,,8.62,,,,,,,,,,,,,
4015700046,,4331 Ithaca Street,11373,Multifamily Housing,0,1941,59000,1,6,130.7,7710302.1,87.48,7.26,Multifamily Housing,,0,912431.32,66,,,,59,,4288171.57,,
4003420024,,36-06 30th Street,11106,Multifamily Housing,0,1929,61999,1,6,120.5,7448719.1,0.74,6.62,Multifamily Housing,"{'Multifamily Housing': 61000.0, 'Retail Store': 999.0}",0,821995.71,76,338109.68,,,60,,,3953095.32,
1021420120,,300 Fort Washington Avenue,10032,Multifamily Housing,0,1920,38240,1,6,282.1,10884475,104.1,15.99,Multifamily Housing,"{'Multifamily Housing': 38240.0, 'Medical Office': 1102.0}",0,1301778.23,114,360852.74,,,57,,,,5813979.02
4014750027,,37-60 88th Street,11372,Multifamily Housing,0,1930,109999,1,6,97.6,10707958.8,139.1,5.96,Multifamily Housing,"{'Multifamily Housing': 100000.0, 'Retail Store': 9999.0}",0,,230,,,,109,,,,
2032620077,,114-116 West 238th Street,10463,Multifamily Housing,0,1928,115429,1,6,139,16049532.4,141.67,8.55,Multifamily Housing,,0,931315.16,145,414005.12,,,138,,,,10144375.49
1000680007,1001111,83 Maiden Lane,10038,Office,89,1959,155714,1,13,147,23153906.2,,6.63,Office,"{'Retail Store': 5200.0, 'Office': 136764.0}",0,9696859.97,,253603.23,7699389.6,3.78,,,,,
1004760007,1007098,100 Avenue of Americas,10013,Office,69,1930,375494,1,16,222.5,84948584.9,,7.02,Office,"{'Data Center': 1601.0, 'Office': 360550.0}",1,24118067.6,,6442131.61,,2.57,,,,0,
1004910046,1007385,155 Avenue of Americas,10013,Office,87,1929,218252,1,15,169.3,37436651.3,,5.67,Office,"{'Data Center': 460.0, 'Office': 210663.0}",1,7985277.5,,17951.94,,2.77,,,,4659458.1,
1006020068,1010402,435 Hudson St,10014,Office,52,1935,269084,1,9,307.2,84476621.9,,9.34,Office,"{'Data Center': 3500.0, 'Office': 260137.0}",1,23889057.08,,4336805.34,,3.55,,,,0,
1002210030,1002854,200 Hudson Street,10013,Office,0,1927,332837,1,12,193.7,65429516.3,,6.71,Office,,0,18478296.47,,29495.48,,1.44,,,,,8685019.14
1002250008,1002933,205 Hudson Street,10013,Office,0,1928,379795,1,12,96.3,37423656.7,,4.05,Office,,0,8892112.26,,1514300,,1.38,,,,,6220108.92
1005067501,1007825,160-170 Varick Street,10013,Office,90,1983,301968,1,12,232.2,71267531.4,,7.11,Office,"{'Data Center': 1974.0, 'Office': 299994.0}",1,20367448.98,,27033.33,,7.18,,,5630998.21,,
3017640001,3049016,585 Dekalb Avenue,11205,Retail,42,1999,162999,1,2,265.6,43216184.5,,8.06,Parking,"{'Data Center': 300.0, 'Retail Store': 99999.0, 'Office': 62700.0, 'Parking': 105000.0}",1,11933121.46,,3560415.83,,1.02,,,,,
1008250001,BIN#1015575,71 WEST 23RD STREET,10010,Office,75,1930,422545,1,19,172,73735086.4,,6.74,Office,"{'Retail Store': 9307.0, 'Bank Branch': 3200.0, 'Office': 360038.0}",0,17073597.3,,571741.94,,1.49,,,8269139.21,,
1010350017,BIN# 1080877,321 West 44th Street,10036,Office,83,1928,228406,3,10,164.4,38105946,,5.95,Office,,0,9500029.95,,1004709.38,,1.31,,,,,6158416.86
1009940045,,130 WEST 42ND STREET,10036,Office,52,1918,210000,1,29,226.3,48207131.4,,7.92,Office,,0,12467171.46,,1354.23,,0.5,,,5405680.18,,
1008880020,BIN# 1018473,200 LEXINGTON AVE,10016,Office,95,1926,470000,1,16,142.3,67369967.7,,4.91,,,,,,,,,,,,,
1008510035,BIN# 1016286,300 PARK AVENUE SOUTH,10022,Office,88,1910,184600,1,14,167.1,31425920.4,,6.45,Office,"{'Retail Store': 7600.0, 'Office': 177000.0}",0,10381119.01,,44268.21,,2.3,,,,,6035163.63
1006410017,BIN# 1084803,379 WEST 12TH STREET,10014,Multifamily Housing,0,1996,123646,1,9,155.3,18902307.3,,5.55,Multifamily Housing,,0,3489607.7,171,5944658.26,,,148,,,,
1010620019,BIN# 1075636,410 WEST 53RD STREET,10019,Multifamily Housing,0,1987,166518,2,7,171.3,28521936.9,,7.77,Multifamily Housing,,0,5438201.55,,439141.18,,,219,,,,9268310.35
1000160210,BIN# 1085486,41 RIVER TERRACE,10282,Multifamily Housing,0,1998,357975,1,42,174.2,63588094.6,,7.22,Multifamily Housing,"{'Multifamily Housing': 357000.0, 'Supermarket/Grocery': 975.0}",0,9149217.8,,15368312.32,,,340,,,1316727.61,
3053490001,3125035,3611 14th Ave,11218,Other,0,1919,442034,1,6,134.7,57621371.6,,5.07,,,0,9099804,,20327100,,,,,,,
1000250027,1000825,40 Exchange Place,10004,Office,77,1902,237000,1,20,195.2,46187705,,6.53,Office,,0,11040553.01,,11827400,,2.3,,,,,
1008340048,"1015853
",330 Fifth Avenue,10001,Office,0,1925,155827,1,14,227,35654810.9,,7.91,Office,"{'Data Center': 640.0, 'Office': 124567.0}",1,8476266.5,,1056427.42,,2.91,,,,,2503267.99
1007850011,"1014423
",253 West 35th Street,10001,Office,94,1924,132174,1,16,144,19452984.4,,5.01,Office,"{'Data Center': 1862.0, 'Office': 118095.0}",1,5765305.54,,1900,,2.92,,,,,1872953.73
3030290090,3070839,43-55 Meadow Street,11206,Other,0,1930,55184,3,2,186.2,10173508.8,,5.46,,,,,,,,,,,,,
1007850025,1014427,225 West 35th Street,10001,Office,82,1924,111769,1,16,170.7,19562510.8,25.91,6.48,Office,"{'Retail Store': 7790.0, 'Office': 103979.0}",0,5878568.6,,431594.12,,2.89,,,3107360.65,,
3056640035,3138771,5200 15th Ave,11219,Multifamily Housing,0,1940,51300,1,6,93.5,4649645.7,,3.72,,,,,,,,,,,,,
3051210054,3117588,205 E 17th St,11226,Multifamily Housing,0,1930,64268,1,6,108.5,6836205.5,,4.15,,,,,,,,,,,,,
3054420069,3128817,1521 48th Street,11219,Other,0,1926,62000,1,3,157.3,9447690,,5.53,,,0,2109980.8,,2980100,,,,,,,
3055170039,3328510,1690 60th Street,11204,Education,0,2003,72000,3,4,190.7,13629752.5,,6.24,,,0,3158147.2,,2578370.97,,,,,,,
1013340001,1038650,300 east 42nd Street,10017,Office,70,1962,191000,1,17,238.8,45658397.6,,8.93,Office,,0,9673790.45,,,8139256.12,5.24,,,,,
3056490038,3138079,5000 14th Ave,11219,K-12 School,46,1928,54000,1,5,162.1,8753244.4,,5.1,K-12 School,,0,1812604.53,,1357800,,,,,,,
3056490032,3802260,1362-1368 50th Street,11219,Entertainment/Culture,0,2006,60000,2,5,134.3,7871026.7,,4.6,,,0,1873870.4,,1551261.29,,,,,,,
